@relation 'ARFF for bata_2014.txt'

@attribute tweet string
@attribute @@class@@ {T, N, F, A}
% T = (True) Positive tweet
% N = Neutral tweet
% F = (False) Negative Tweet
% A = Alert tweet

@data
'RT @Batavierenrace: Het eerste internationale team arriveert vandaag al in Nederland om zich alvast rustig voor te bereiden #bata #susa htt…',?
'RT @Batavierenrace: De eerste medewerkersbussen arriveren in Nijmegen! #bata #batavierenrace #susa http://t.co/3kA4rYkh4I',?
'RT @ESWZVNayade: We zijn gearriveerd, en dat zullen ze weten.@Batavierenrace  #plons #plons http://t.co/wlbVras9NI',?
'Johan de Egel vindt het vies weer vandaag.. Maar dit weekend maken we er hoe dan ook een feestje van! #bata #susa http://t.co/HTvbqOk3Bg',?
'RT @Batavierenrace: Johan de Egel vindt het vies weer vandaag.. Maar dit weekend maken we er hoe dan ook een feestje van! #bata #susa http:…',?
'Como mola/jode correr con lluvia. #batavierenrace http://t.co/fdugpS3aN3',?
'Vrijdagavond baanwedstrijd Track Meeting Utrecht (1500m) en zaterdagochtend vantevoren nog de Batavierenrace... http://t.co/yZNrhun1rC',?
'Iets Gemist? Batavierenrace dit weekend op 09-05-2014 in Twente wordt Wakker http://t.co/2BEGwdvn9C',?
'Vannacht start de 42e editie van de @Batavierenrace! Doe je mee? Laat het weten via de Twapp! http://t.co/MmZIO6ja6T #getconnected',?
'Serieuze aanpak: etappeverkenning Batavierenrace vannacht. Omstreeks 1:00 van start. #etappe2 #bergendal #googlemaps http://t.co/LqVtsS4Kt9',?
'Gister in het AD het #erasmusuni Batavierenrace team. Vanavond gaan ze de strijd aan! @erasmusnieuws http://t.co/ZVntNRAgSf',?
'RT @geepje: Gister in het AD het #erasmusuni Batavierenrace team. Vanavond gaan ze de strijd aan! @erasmusnieuws http://t.co/ZVntNRAgSf',?
'#SUSA wenst alle lopers, organisatoren en vrijwilligers enorm veel succes tijdens de @Batavierenrace! Zet hem op!',?
'#SUSA wenst alle lopers, organisatoren en vrijwilligers enorm veel succes tijdens de @Batavierenrace! Zet hem op!',?
'Daar gaan we! (@ Batavierenrace Nijmegen) http://t.co/EfYm1XlwvJ',?
'Don\'t miss out the fun of @Batavierenrace :the perfect mix between sport and fun happening this weekend. More info: https://t.co/XjDhJitYMW',?
'RT @SUSAstudenten: #SUSA wenst alle lopers, organisatoren en vrijwilligers enorm veel succes tijdens de @Batavierenrace! Zet hem op!',T
'Komende nacht is de #Batavierenrace. Wie weet ga ik even bij de start kijken als het droog is... Altijd wel leuk.',?
'Is de @Batavierenrace dit jaar nog makkelijk te volgen via de mobiel (geen Android-telefoon)? #dtv #batavierenrace',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/ex83aixLwX #arnhem #gelderlandnieuws #gelderland',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/gLKZxhFBQS #nieuws #DG',?
'Het waanzinnige bedrag van 23.749euro is opgehaald voor #MercyShips! Morgen na de #batavierenrace voegen wij er meer aan toe!',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/wMpFCXErLc',?
'voorzitter Esther bijt vannacht om 0.15 uur de spits af bij de Batavierenrace.',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/vRbYYB6noL Morgen is het zover! Zin in!',?
'Off to Netherlands to run an epic relay... Much excite! So race! #batavierenrace #hype',?
'@michielwolbers @Batavierenrace Lekker meerennen? Of iemand zoeken met wel een Android voor app ;-) En natuurlijk uitslagen op de Bastille',?
'Vandaag staat in het teken van het inrichten van mijn nieuwe kamer en de Batavierenrace. Zin! Hollen maar!',?
'Op naar Enschede! Batavierenrace weekend = aan!',?
'Vanaf 22u liefst 21 uur lang  @bataradio op Enschede FM! Live verslag 42ste @Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #enschede #bata',?
'Morgen is het zover #Enschede Bata4life, de actie van de Batavierenrace: http://t.co/BJl5EEoEMZ',?
'RT @tvefm: Vanaf 22u liefst 21 uur lang  @bataradio op Enschede FM! Live verslag 42ste @Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #ensch…',?
'Stress, druk en Rock \'n Roll. Maarja #yolo, bijna weekend! #Batavierenrace',?
'Sporten en feesten bij 42e Batavierenrace #newslocker http://t.co/lYl195MZSZ',?
'@michielwolbers @Batavierenrace Je weet toch Wolbers, al jaren @bataradio',?
'Vanaf 22:00 kun je weer luisteren naar de @Batavierenrace Radio die verzorgd zal worden door Evert Duipmans en vele andere Contramimers!',?
'RT @tvefm: Vanaf 22u liefst 21 uur lang  @bataradio op Enschede FM! Live verslag 42ste @Batavierenrace http://t.co/Ns0uOHQzqL #tvefm #ensch…',?
'@judithvdm @Batavierenrace @bataradio I know! Maar soms is het fijn even de tijden van je eigen team snel te kunnen vinden :-)',?
'Batavierenrace start met 350 studententeams http://t.co/WpdhtzxgQk #tvefm #enschede #batavierenrace #nijmegen utwente #radboud',?
'RT @tvefm: Batavierenrace start met 350 studententeams http://t.co/WpdhtzxgQk #tvefm #enschede #batavierenrace #nijmegen utwente #radboud',?
'Sporten en feesten bij 42e Batavierenrace #newslocker http://t.co/q4F4alGGVg',?
'Batavierenrace start met 350 studententeams | TV #Enschede FM: De Batavierenrace gaat vannacht om 00.00 uur in... http://t.co/UuFfakNCDa',?
'Alle @AltisMasters lopers van ploeg Ctrl-Alt=One @Batavierenrace héél veel succes en plezier gewenst morgen!!',?
'Sporten en feesten bij 42e Batavierenrace #newslocker http://t.co/r4lqGRN51z',?
'Op naar Enschede voor de Batavierenrace, heb er in! :)',?
'RT @tvefm: Batavierenrace start met 350 studententeams http://t.co/WpdhtzxgQk #tvefm #enschede #batavierenrace #nijmegen utwente #radboud',?
'Voorbereidingen treffen voor de @Batavierenrace vanavond + morgen. Altijd weer een feestje om naar uit te kijken... #motorrijder',?
'Alle deelnemers, organisatie en belangstellende heel veel succes met de batavierenrace, we duimen voor droog weer. #batavierenrace14',T
'Nog even... En dan gaan we met @SV_Synergy de @Batavierenrace lopen. Succes allemaal, loop ze! #bata14',?
'Is iedereen er klaar voor? Wij wel! En we hebben er zin in! #batavierenrace #UniTeamAdam',?
'Vannacht gaat de Batavierenrace van start! Wij willen alle lopers veel succes wensen. Dat jullie allen na afloop... http://t.co/tUmj7D8AMU',?
'Weer tijd voor de @Batavierenrace. Tijd om te strijden met Snot, \'team uit amsterdam\' en onbekende tegenstand voor t 4e overwinningspaardje',?
'RT @Aeolusrun: Weer tijd voor de @Batavierenrace. Tijd om te strijden met Snot, \'team uit amsterdam\' en onbekende tegenstand voor t 4e over…',?
'ah. morgen naar de Batavierenrace. naar @Rikie_ dus.',?
'RT @Epestheper: ah. morgen naar de Batavierenrace. naar @Rikie_ dus.',?
'Getting ready for @Batavierenrace #yolanthetweet http://t.co/GZHXLLsNuW',?
'Gezellige drukte op de campus @UTwente voor de @Batavierenrace http://t.co/JOCm0QFWrw',?
'#glanerbrug #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/SGkJpSWdHV',?
'#lonneker #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/kA45W8BcqI',?
'#boekelo #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/eZF272uaQK',?
'#usselo #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/a9st7VJw66',?
'#enschede #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/IwR126ppmZ',?
'#rutbeek #fm Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/fI9NFtLe3Z',?
'RT @Aeolusrun: Weer tijd voor de @Batavierenrace. Tijd om te strijden met Snot, \'team uit amsterdam\' en onbekende tegenstand voor t 4e over…',?
'Heftige hagelbui opeens. Lekker weertje zo voor de Batavierenrace ... #damn',?
'Batavierenrace start met 350 studententeams | TV Enschede FM http://t.co/y6vhxToN7R',?
'RT @plsrinsema: Alle @AltisMasters lopers van ploeg Ctrl-Alt=One @Batavierenrace héél veel succes en plezier gewenst morgen!!',?
'BATAVIERENRACE with @GSTV_Tritanium #batavierenrace',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/WhEAgHD4Jr #hardloopinfo #informatie #lopen',?
'@uniteamadam succes heren en dames!! neem de 1e prijs mee naar Amsterdam! #batavierenrace',?
'De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t.co/embjwXVcYs',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/9g0AXAJKpj',?
'RT @nieuws_enschede: Batavierenrace start met 350 studententeams | TV #Enschede FM: De Batavierenrace gaat vannacht om 00.00 uur in... http…',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'Still can\'t believe I\'m going to be running in the #batavierenrace tomorrow! #175kmrace #imusuallythelazytype #bigaccomplishments',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'De sintelbaan is voor @Batavierenrace, wat het vélodrome is voor Parijs-Roubaix. Jammer dat finishlocatie te nat is: http://t.co/3yltifbUcP',?
'Sporten en feesten bij 42e Batavierenrace #newslocker http://t.co/MTiW2wGcpR',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'laatste voorbereidingen ivm nachtinzet bij #batavierenrace van Nijmegen naar Enschede. Motor en-rijder zijn er klaar voor :-) #honda #veilig',?
'Bata, bata, bata... ik houd nu al van je! Vollebak ambiance, vollebak gááááán met die TiU karavaan! #batavierenrace #tilburgU',T
'De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'RT @Batavierenrace: Johan de Egel vindt het vies weer vandaag.. Maar dit weekend maken we er hoe dan ook een feestje van! #bata #susa http:…',?
'Heel veel succes allemaal! "@RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace"',?
'@M_de_Visser Ik ben in Nijmegen, morgen begint die andere estafette naar Enschede! #batavierenrace',?
'Dat hebben ze nodig ook. RT @RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace',?
'Mocht er iemand nog een loper nodig hebben voor de @Batavierenrace vanavond in Nijmegen: ik wil best een stukje hollen...',?
'“@RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace”    Ik ook Joost en kornuiten!',?
'De @kickin_ut is ook druk bezig met de voorbereidingen voor de #batavierenrace! Super gedaan lieve buurmannen!! :D',?
'Finish Batavierenrace verplaatst om regen http://t.co/gwlKJWKGLj #tvefm #enschede #bata @batavierenrace @bataradio #utnieuws',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'Nog een paar uurtjes en het #SynBataTeam14 passeert de start @Batavierenrace. Het #weer lijkt op te klaren! Alle Synergy lopers succes!',?
'We wish all the luck to our runners at the Batavierenrace this weekend! http://t.co/SvdgC8B5XO',?
'Finish Batavierenrace verplaatst door zware regenval #newslocker http://t.co/VYmEjNbwZx',?
'Zo, onderweg naar Utrecht om te meeten met zus en team, daarna door naar de #batavierenrace!',?
'Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'De campus stroomt langzaam vol. Iedereen lijkt klaar voor de Bata, nu het weer nog. #batavierenrace',?
'Morgenavond naar het feest van de Batavierenrace in Enschede #eensmoetdeeerstekeerzijn #zinan',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'Op een reguliere vrijdagmiddag wordt Enschede massaal verlaten, nu stroomt het langzaam vol met studenten #batavierenrace',?
'RT @Aeolusrun: Weer tijd voor de @Batavierenrace. Tijd om te strijden met Snot, \'team uit amsterdam\' en onbekende tegenstand voor t 4e over…',?
'Morgen zal de finish van de 42e batavierenrace plaatsvinden op de Drienerlolaan ipv de Sintelbaan ivm het slechte weer!',?
'RT @batainfobalie: Morgen zal de finish van de 42e batavierenrace plaatsvinden op de Drienerlolaan ipv de Sintelbaan ivm het slechte weer!',?
'Finish Batavierenrace verplaatst door zware regenval http://t.co/F5pUikkUeF',?
'RT @tuecursor: Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'Finish Batavierenrace verplaatst om regen | TV #Enschede FM: De finish van de Batavierenrace is dit jaar niet ... http://t.co/j9oZPeoy07',?
'Oja, de #batavierenrace #vatenbierenrace dit weekend. Zie veel mensen uitstappen "op" Enschede Drienerlo. En dan nu: #WEEKEND!!!!',?
'Sporten en feesten bij 42e Batavierenrace #newslocker http://t.co/7B2XaCbJHn',?
'@Batavierenrace Gaat dit weer de hele nacht zo door?',?
'Sporten en feesten bij 42e Batavierenrace http://t.co/xZjbSviNY2 #atletiek',?
'RT @tuecursor: Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'TV Enschede Nieuws vr. 9 mei: coalitieakkoord bereikt, @batavierenrace start bijna en finaliste @jeugdjournaal http://t.co/KBwSL83Vsg #tvefm',?
'@MauriceEssers zijn dat Batavierenrace truien waar jij op 11 januari een foto van hebt gepost?',?
'Zo dadelijk op weg naar @Nijmegen om deel te nemen aan de @Batavierenrace.',?
'Onderweg om te verzamelen met team \'RAPP\' voor de #batavierenrace! Vannacht 12,5 km hardlopen 😱.',?
'Soort #Varsity voor hardlopen “@RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace”',?
'En het is weekend! Zo op naar Enschede om morgen te shinen bij de @batavierenrace! Jammer dat ik niet kan finishen op de Sintelbaan...',?
'RT @tuecursor: Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'#glanerbrug #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/fRkw4LQ9eu',?
'#lonneker #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/gvOjHK5855',?
'#usselo #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/NzqQWuNgy5',?
'#boekelo #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/5QNnurOgG4',?
'#rutbeek #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/yeBeUiMo0J',?
'#enschede #fm Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/jzAsUoojLU',?
'RT @RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace',?
'We knallen het weekend in met @AudiopornNL en zo richting @Batavierenrace #sportief #b44r',?
'@sanderbrinkhof zet hem op kerel!! En ren ze er allemaal uit ;) #batavierenrace',?
'RT @EstherBeekhof: Op een reguliere vrijdagmiddag wordt Enschede massaal verlaten, nu stroomt het langzaam vol met studenten #batavierenrace',?
'RT @losseveter: Sporten en feesten bij 42e Batavierenrace http://t.co/xZjbSviNY2 #atletiek',?
'RT @tuecursor: Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'RT @Batavierenrace: De mannen die het wagenpark van de Batavierenrace coördineren zijn er al klaar voor! #bata #batavierenrace #susa http:/…',?
'Ongeneeslijk geïnfecteerd met het Batavirus! Nog 6 uur te gaan... #batavierenrace #wp26',?
'Hier start vanavond de #batavierenrace met rond de 350 teams! http://t.co/q4P7sWS7HK',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'Finish Batavierenrace verplaatst om regen | TV Enschede FM http://t.co/U17XbqRH1H',?
'Op naar Nijmegen #batavierenrace met @rughanzeteam',?
'Station vol studentes. Met rugzak. En sportschoenen. Tijd voor #Batavierenrace #hardlopen',?
'RT @RUNijmegen: De Radboud Universiteit wenst alle Bata-lopers heel veel succes vanavond @Batavierenrace',?
'De @Batavierenrace is voor de Topicanen gestart met een heerlijke BBQ. De eerste groep vertrekt zo naar Nijmegen! http://t.co/CG8D9NC07x',?
'RT @ronr1200rt: @topicusbv @Batavierenrace maak er een mooie race van.',?
'Op naar Enschede voor de batavierenrace!',?
'Sintelbaan Univ. Twente staat blank; finish Batavierenrace verplaatst naar Drienerlolaan. Afstand wordt 7,1 km. http://t.co/f2mJGOuISZ',?
'Vanavond controleren we bij/voor @batavierenrace de fietsverlichting van de teamfietsen voor de bijrijders. Vanwege de nachtelijke etappes.',?
'RT @tuecursor: Heel veel succes op de #Batavierenrace voor alle studenten van @TUEindhoven! ^JvG',?
'Het dondert en bliksemt harder dan ooit. Check even op Wikipedia wat de Batavierenrace is en heb medelijden met ons :(',?
'@Jarla_p kom op Jarla! Laat zien wat de collega\'s van @FSW_UU in hun mars hebben! #powerwoman #fsw50 #batavierenrace',?
'Met stress en chaos en een hoop regen zit 2/3e in de trein of bus voor de lange reis naar Enschede voor de @Batavierenrace !',?
'Het Sportcentrum is er klaar voor!#batavierenrace',?
'RT @BordeKock: Het dondert en bliksemt harder dan ooit. Check even op Wikipedia wat de Batavierenrace is en heb medelijden met ons :(',?
'Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Alle lopers veel succes! En hopelijk houden we het een beetje droog. #bata14',?
'Natuurlijk is UT Nieuws bij de 42ste @Batavierenrace. Volg ons op Twitter, http://t.co/DSwCDfLJP4 en via http://t.co/lKNxhZo0fZ. #bata14',?
'Net als vorig jaar doen er weer een aantal fanatieke hardlopende Kannibalz mee aan de Batavierenrace!\nWeer of... http://t.co/A7dLFyJik2',?
'@Froosje yep.  Ergens in het oosten van het land.  Hij is aanwezig als begeleider bij de batavierenrace.',?
'RT @BordeKock: Het dondert en bliksemt harder dan ooit. Check even op Wikipedia wat de Batavierenrace is en heb medelijden met ons :(',?
'@Dopjeoos zie https://t.co/r1iGbbGE0z',?
'RT @UTNieuws: Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Alle lopers veel succes! En hopelijk houden we het een beetje…',?
'RT @UTNieuws: Natuurlijk is UT Nieuws bij de 42ste @Batavierenrace. Volg ons op Twitter, http://t.co/DSwCDfLJP4 en via http://t.co/lKNxhZo0…',?
'RT @UTNieuws: Natuurlijk is UT Nieuws bij de 42ste @Batavierenrace. Volg ons op Twitter, http://t.co/DSwCDfLJP4 en via http://t.co/lKNxhZo0…',?
'Op de Bata-campings op de campus bereiden de lopers zich voor op \'een grote, gezellige waterpret\': http://t.co/S8dtDd3CiI #bata14 #bata2014',?
'RT @UTNieuws: Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Alle lopers veel succes! En hopelijk houden we het een beetje…',?
'Heren 3 is klaar voor de @Batavierenrace. # afstervenindenacht #teamvanhetjaar',?
'Batavierenrace 2014, de 10e keer, dat US deelneemt, belooft weer een heroische editie te worden dankzij de weergoden.',?
'Wat zijn wij blij dat wij niet in een tentje moeten slapen #batavierenrace',?
'RT @HandbalUS: Batavierenrace 2014, de 10e keer, dat US deelneemt, belooft weer een heroische editie te worden dankzij de weergoden.',?
'In het busje naar enschede! #batavierenrace #opgoedgeluk',?
'RT @Tubanter: Hier start vanavond de #batavierenrace met rond de 350 teams! http://t.co/q4P7sWS7HK',?
'Na design en cultuur nu de focus op sport! #batavierenrace #slotetappe',?
'Ondanks de slechte weersvoorspellingen ben ik een beetje jaloers op alle deelnemers van de #batavierenrace, succes allemaal! #weemoed',?
'De #Batavierenrace begint goed! De oorspronkelijke finish staat al onder water #letsgo',?
'Met de Mesacosa Mix Nachtploeg naar de Batavierenrace 2014! Eens kijken of ik 2013 kan evenaren.. #my100happydays #19 http://t.co/JjN1ZHiBOw',?
'And the first group is on its way to the @Batavierenrace #bata14 http://t.co/hBXGxN5T4Q',?
'Op naar Enschede! :) #batavierenrace #lekkerweertje ☔️☔️',?
'RT @SiriusEnschede: And the first group is on its way to the @Batavierenrace #bata14 http://t.co/hBXGxN5T4Q',?
'Op weg naar \'n weekend hardlopen, slaaptekort, feest &amp; #Tohuwabohu bij de #Batavierenrace. Nu mn favo bassiste ophalen @elinebrandsema',?
'Preparing for my first (uhuh) active participation in the #batavierenrace',?
'#bata14 Tradities in Overijssel Batavierenrace http://t.co/bEDAXSJfuu http://t.co/8XA0vUgXGc',?
'“@M_Buitenhuis: De #Batavierenrace begint goed! De oorspronkelijke finish staat al onder water #letsgo”heel apeldoorn staat nu onder water',?
'Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Jara veel succes! En hopelijk houden jullie het een beetje droog. #bata14”',?
'RT @UTNieuws: Natuurlijk is UT Nieuws bij de 42ste @Batavierenrace. Volg ons op Twitter, http://t.co/DSwCDfLJP4 en via http://t.co/lKNxhZo0…',?
'Oefenen met orthopedische hulpmiddelen in Eindhoven http://t.co/vhqZx95vNF Zou er iemand meedoen? #bata14',?
'RT @UTNieuws: Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Alle lopers veel succes! En hopelijk houden we het een beetje…',?
'RT @Harriegerrits14: Over ruim vijf uur begint in Nijmegen de 42ste @Batavierenrace. Jara veel succes! En hopelijk houden jullie het een be…',?
'RT @UTNieuws: De @Batavierenrace finisht zaterdag niet zoals gebruikelijk op de sintelbaan op de campus, maar op de Drienerlolaan: http://t…',?
'Op weg naar de #bata2014! Nu kijken of we het zonnetje kunnen toveren.',?
'Batavierenrace 2014! Saturnus nachtploeg is klaar ervoor! 😁 http://t.co/nT5m4xvFQB',?
'Finish Batavierenrace in Enschede verplaatst door noodweer - http://t.co/nuR8u1aUGs #rtvoost',?
'Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/6jvmoc9Mso #nieuwsoverijssel #nieuws #provincie',?
'Onderweg naar de batavierenrace. Meest onschuldige vragen van kinderen. "Zijn die rooie stoelen voor de chinezen?" Heb er zin in!',?
'Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/Kb3PRIEC0C #NieuwsOverijssel #Twente',?
'Op weg naar Nijmegen, voor verslag Batavierenrace @runnersworldnl Hoop dat het opklaart. http://t.co/jpe6hSnJ9w',?
'Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/Y6ccNzDVQ1 geplaatst vorige tweet',?
'Sterkte! MT @BordeKock: dondert en bliksemt harder dan ooit. Check even op Wikipedia wat de Batavierenrace is en heb medelijden met ons :(',?
'Finish Batavierenrace in Enschede verplaatst door noodweer #Door de grote hoeveelheid rege http://t.co/qATjJYTGxL',?
'Finish Batavierenrace in Enschede verplaatst door noodweer: http://t.co/cNJi0oPUhx #rtvoost',?
'Regio nieuws: Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/tJR8Rqi1kz #hengelo #twente',?
'Zo het tentje staat voor de @batavierenrace. Met dit weer beschik je dan snel over een overdekt zwembad! http://t.co/XPiMtY8TYA',?
'OVERIJSSEL:  Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/ew49mGimEC',?
'RT @rtvoost: Finish Batavierenrace in Enschede verplaatst door noodweer - http://t.co/nuR8u1aUGs #rtvoost',?
'Finish Batavierenrace in #Enschede verplaatst door noodweer http://t.co/1U3SjCtnwc',?
'RT @tvefm: TV Enschede Nieuws vr. 9 mei: coalitieakkoord bereikt, @batavierenrace start bijna en finaliste @jeugdjournaal http://t.co/KBwSL…',?
'RT @topicusbv: Koop voor € 2,- een glow-in-the-dark-zonnebril  en steun daarmee de actie #Bata4Life @KWF_nl tijdens de @Batavierenrace',?
'Finish @Batavierenrace in Enschede verplaatst door noodweer - http://t.co/dlmIXGKvC3 #rtvoost”',?
'Finish Batavierenrace in Enschede verplaatst door noodweer #newslocker http://t.co/CbgYJ59s11 http://t.co/mmCs7uZ6Fa',?
'Oh hellup, dat weer.....succes en sterkte voor alle lopers van de #batavierenrace.',?
'Wordt de @Batavierenrace al afgelast?',?
'RT @MaaikePlatvoet: Oh hellup, dat weer.....succes en sterkte voor alle lopers van de #batavierenrace.',?
'Wat een weer. Veel succes en sterkte toegewenst aan alle Bata-lopers, o.a  @PuckSanders #batavierenrace',?
'Zo zeg, je zal maar moeten hardlopen en/of kamperen nu... \nSterkte voor alle bikkels van de #Batavierenrace!',?
'Finish Batavierenrace in #Enschede verplaatst door noodweer: Door de grote hoeveelheid regen die in het begin ... http://t.co/u7A8rsjBLv',?
'Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/yyMViPApNn #salland #nieuws',?
'@bataradio met live verslag van de @Batavierenrace is nu ook live op de #campus te luisteren via: http://t.co/I3GV0yAR1X #IPTV #UTwente',?
'RT @TinekeG: Zo zeg, je zal maar moeten hardlopen en/of kamperen nu... \nSterkte voor alle bikkels van de #Batavierenrace!',?
'@RobJetten dank! Wij gaan door weer en wind! #batavierenrace',?
'RT @Harriegerrits14: Zo het tentje staat voor de @batavierenrace. Met dit weer beschik je dan snel over een overdekt zwembad! http://t.co/X…',?
'Finish Batavierenrace in Enschede verplaatst door noodweer: Door de grote hoeveelheid regen die in het begin v... http://t.co/U6nDOScc8S',?
'Gelukkig is m\'n shirtje nu nog wel droog #batavierenrace #duidelijketaal',?
'#nieuws Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/QcrAIbW2XY #enschede',?
'Vanavond pre-bata party in de VB! Met speciale supersnacks in de keuken voor studentproof prijsjes :) #vestingbar #bata2014 #batavierenrace',?
'Zou het de natste race aller tijden worden? #batavierenrace',?
'Batavierenrace yeey !! #feestje',T
'Op locatie: @Batavierenrace in Nijmegen met regenboog #batavierenrace #bata14 http://t.co/VfQYlzYY2M',?
'Het calamiteitenplan trad al vaker in werking met de #batavierenrace: http://t.co/59c7dlDN0Y',?
'Ik wens alle studenten die meedoen aan de @Batavierenrace heel veel succes met de estafetterun van #Nijmegen naar #Enschede',?
'@__Pablito @Batavierenrace succes daar! Die regenboog brengt vast veel, eh, droog weer.',?
'@mvdm84 Truien waarmee wbw377laag de Batavierenrace en de Veluweloop liep. Op achterkant de logo-Batavier achtervolgt door Logo-Veluwe-zwijn',?
'Ook de pannenkoekenbakkers maken zich klaar voor de #batavierenrace ! Wordt een culinaire estafette!',?
'Dit weekend werken we samen met @UTNieuws #batavierenrace . Check http://t.co/n8NWP4XIeM en http://t.co/D23zFLsFmP Nog 3,5 uur tot de start!',?
'@bastiaanforever zie al mijn RT en vorige tweets! We wensen de batvieren suc6 maar ook sterkte #bata14',?
'RT @VoxNieuws: Dit weekend werken we samen met @UTNieuws #batavierenrace . Check http://t.co/n8NWP4XIeM en http://t.co/D23zFLsFmP Nog 3,5 u…',?
'Finish Batavierenrace in Enschede verplaatst door noodweer: Door de grote hoeveelheid regen die in het begin v... http://t.co/CeN8NwpfQh',?
'Finish Batavierenrace in Enschede verplaatst door noodweer: Door de grote hoeveelheid regen die in het begin v... http://t.co/a9q5FvvKHE',?
'RT @VoxNieuws: Dit weekend werken we samen met @UTNieuws #batavierenrace . Check http://t.co/n8NWP4XIeM en http://t.co/D23zFLsFmP Nog 3,5 u…',?
'RT @VoxNieuws: Dit weekend werken we samen met @UTNieuws #batavierenrace . Check http://t.co/n8NWP4XIeM en http://t.co/D23zFLsFmP Nog 3,5 u…',?
'RT @VoxNieuws: Dit weekend werken we samen met @UTNieuws #batavierenrace . Check http://t.co/n8NWP4XIeM en http://t.co/D23zFLsFmP Nog 3,5 u…',?
'#twente #nieuws Finish Batavierenrace in Enschede verplaatst door noodweer http://t.co/lYixXED8xx',?
